...1,created_on,expenses,floor,lat,lon,place_name,place_with_parent_names,price,price_aprox_local_currency,price_aprox_usd,price_per_m2,price_usd_per_m2,property_type,rooms,state_name,surface_covered_in_m2,surface_in_m2,surface_total_in_m2,title
4264,2012-11-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,375000,2005497.73,375000,NA,1923.07692308,house,3,NA,NA,195,NA,NA
4273,2012-11-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,1818317.94,340000,NA,1250,house,3,NA,NA,272,NA,NA
4367,2012-11-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,125000,668499.24,125000,NA,1623.37662338,apartment,NA,NA,NA,77,NA,NA
4450,2012-11-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,370000,1978757.76,370000,NA,1516.39344262,house,3,NA,NA,244,NA,NA
4472,2012-11-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,625000,3342496.23,625000,NA,2358.49056604,house,4,NA,NA,265,NA,NA
5336,2012-12-10,NA,1,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,270000,1443958.37,270000,NA,2000,house,2,NA,NA,135,NA,NA
8156,2013-01-15,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,590000,3155316.44,590000,NA,1685.71428571,house,4,NA,NA,350,NA,NA
14837,2013-02-13,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1200000,6417592.76,1200000,NA,2580.64516129,house,4,NA,NA,465,NA,NA
15486,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,480000,2567037.1,480000,NA,1206.03015075,house,4,NA,NA,398,NA,NA
15487,2013-02-25,NA,1,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,430000,2299637.4,430000,NA,1647.50957854,house,3,NA,NA,261,NA,NA
15488,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,560000,2994876.62,560000,NA,1555.55555556,house,3,NA,NA,360,NA,NA
15489,2013-02-25,NA,2,-34.480381,-58.601544,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,248000,1326302.5,248000,NA,1107.14285714,house,4,NA,NA,224,NA,NA
15490,2013-02-25,NA,NA,-34.403424,-58.686663,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,235000,1256778.58,235000,NA,1305.55555556,house,3,NA,NA,180,NA,NA
15491,2013-02-25,NA,1,-34.403412,-58.686653,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,1336998.49,250000,NA,1562.5,house,3,NA,NA,160,NA,NA
15492,2013-02-25,NA,1,-34.480381,-58.601544,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,285000,1524178.28,285000,NA,1425,house,4,NA,NA,200,NA,NA
15493,2013-02-25,NA,1,-34.403412,-58.686653,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,320000,1711358.07,320000,NA,1373.39055794,house,2,NA,NA,233,NA,NA
15494,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,320000,1711358.07,320000,NA,1322.31404959,house,4,NA,NA,242,NA,NA
15495,2013-02-25,NA,1,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,320000,1711358.07,320000,NA,1338.91213389,house,3,NA,NA,239,NA,NA
15496,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,1818317.94,340000,NA,1343.87351779,house,3,NA,NA,253,NA,NA
15497,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,1871797.88,350000,NA,1346.15384615,house,4,NA,NA,260,NA,NA
15498,2013-02-25,NA,2,-34.403412,-58.686653,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,1871797.88,350000,NA,1296.2962963,house,3,NA,NA,270,NA,NA
15499,2013-02-25,NA,NA,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,355000,1898537.85,355000,NA,1543.47826087,house,3,NA,NA,230,NA,NA
15500,2013-02-25,NA,2,-34.480381,-58.601544,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,370000,1978757.76,370000,NA,1491.93548387,house,4,NA,NA,248,NA,NA
15501,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,370000,1978757.76,370000,NA,1221.12211221,house,5,NA,NA,303,NA,NA
15502,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,1818317.94,340000,NA,1030.3030303,house,4,NA,NA,330,NA,NA
15503,2013-02-25,NA,NA,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,430000,2299637.4,430000,NA,1503.4965035,house,3,NA,NA,286,NA,NA
15504,2013-02-25,NA,NA,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,380000,2032237.7,380000,NA,1296.92832765,house,4,NA,NA,293,NA,NA
15505,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,435000,2326377.37,435000,NA,1330.27522936,house,4,NA,NA,327,NA,NA
15506,2013-02-25,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,440000,2353117.34,440000,NA,1517.24137931,house,3,NA,NA,290,NA,NA
16308,2013-03-08,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,850000,4545794.87,850000,NA,1700,house,4,NA,NA,500,NA,NA
17256,2013-03-14,NA,NA,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,370000,1978757.76,370000,NA,1370.37037037,house,4,NA,NA,270,NA,NA
17309,2013-03-15,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,1871797.88,350000,NA,1422.76422764,house,3,NA,NA,246,NA,NA
17395,2013-03-18,NA,NA,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,1336998.49,250000,NA,2173.91304348,apartment,NA,NA,NA,115,NA,NA
17683,2013-03-20,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,380000,2032237.7,380000,NA,1386.86131387,house,3,NA,NA,274,NA,NA
19396,2013-04-09,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,295000,1577658.22,295000,NA,1180,house,3,NA,NA,250,NA,NA
19418,2013-04-10,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,390000,2085717.64,390000,NA,1471.69811321,house,3,NA,NA,265,NA,NA
20175,2013-04-17,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1200000,6417592.76,1200000,NA,2608.69565217,house,5,NA,NA,460,NA,NA
20986,2013-04-23,NA,2,-34.414848,-58.603073,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1400000,7487191.55,1400000,NA,2000,house,5,NA,NA,700,NA,NA
20988,2013-04-23,NA,NA,-34.639814,-58.793628,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,220000,1176558.67,220000,NA,2444.44444444,apartment,NA,NA,NA,90,NA,NA
21431,2013-04-28,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,400000,2139197.58,400000,NA,1290.32258065,house,4,NA,NA,310,NA,NA
21436,2013-04-28,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1150000,6150193.06,1150000,NA,2207.29366603,house,4,NA,NA,521,NA,NA
21812,2013-05-04,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,330000,1764838.01,330000,NA,1100,house,3,NA,NA,300,NA,NA
22650,2013-05-12,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,390000,2085717.64,390000,NA,1500,house,3,NA,NA,260,NA,NA
24052,2013-05-18,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,720000,3850555.65,720000,NA,2057.14285714,house,3,NA,NA,350,NA,NA
25776,2013-05-20,NA,NA,-34.445247,-58.634462,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,249000,1331650.49,249000,NA,1245,house,3,NA,NA,200,NA,NA
29926,2013-05-25,NA,NA,-34.403412,-58.686653,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,460000,2460077.22,460000,NA,1469.6485623,house,4,NA,NA,313,NA,NA
29932,2013-05-25,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,249000,1331650.49,249000,NA,1158.13953488,house,3,NA,NA,215,NA,NA
29940,2013-05-25,NA,1,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,495000,2647257.01,495000,NA,1650,house,3,NA,NA,300,NA,NA
33814,2013-06-16,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,330000,1764838.01,330000,NA,1145.83333333,house,4,NA,NA,288,NA,NA
35184,2013-06-23,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,800000,4278395.17,800000,NA,1904.76190476,house,4,NA,NA,420,NA,NA
35185,2013-06-23,NA,NA,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,125000,668499.24,125000,NA,1953.125,apartment,NA,NA,NA,64,NA,NA
35192,2013-06-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,395000,2112457.61,395000,NA,1312.2923588,house,4,NA,NA,301,NA,NA
36409,2013-06-30,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,650000,3476196.08,650000,NA,2166.66666667,house,3,NA,NA,300,NA,NA
40131,2013-07-14,NA,3,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,380000,2032237.7,380000,NA,1151.51515152,house,3,NA,NA,330,NA,NA
40136,2013-07-14,NA,1,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,315000,1684618.1,315000,NA,1544.11764706,house,3,NA,NA,204,NA,NA
42819,2013-07-21,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,650000,3476196.08,650000,NA,1911.76470588,house,3,NA,NA,340,NA,NA
47390,2013-07-28,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,490000,2620517.04,490000,NA,1296.2962963,house,3,NA,NA,378,NA,NA
47391,2013-07-28,NA,3,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,590000,3155316.44,590000,NA,1966.66666667,house,4,NA,NA,300,NA,NA
48869,2013-08-06,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,4010995.47,750000,NA,2142.85714286,house,4,NA,NA,350,NA,NA
50385,2013-08-12,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,410000,2192677.52,410000,NA,1906.97674419,house,3,NA,NA,215,NA,NA
51999,2013-08-19,NA,3,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,4010995.47,750000,NA,1943.00518135,house,4,NA,NA,386,NA,NA
53399,2013-08-25,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,460000,2460077.22,460000,NA,1586.20689655,house,3,NA,NA,290,NA,NA
53402,2013-08-25,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,2941396.68,550000,NA,1651.65165165,house,3,NA,NA,333,NA,NA
53403,2013-08-25,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,595000,3182056.41,595000,NA,1487.5,house,4,NA,NA,400,NA,NA
13561,2013-03-18,NA,2,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,1957792.3,340000,NA,1307.69230769,house,3,NA,NA,260,NA,NA
13564,2013-03-18,NA,NA,-34.451013,-58.626787,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,230000,1324388.9,230000,NA,2000,apartment,NA,NA,NA,115,NA,NA
44491,2013-09-01,NA,1,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,189000,1088302.19,189000,NA,1219.35483871,house,3,NA,NA,155,NA,NA
44493,2013-09-01,NA,1,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,225000,1295597.84,225000,NA,1451.61290323,house,3,NA,NA,155,NA,NA
53216,2013-09-08,NA,2,34.420831,-119.69819,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,438000,2522097.14,438000,NA,9954.54545455,house,4,NA,NA,44,NA,NA
55086,2013-09-15,NA,2,-34.415172,-58.686755,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,330000,1900210.17,330000,NA,1363.63636364,house,3,NA,NA,242,NA,NA
9848,2013-05-14,NA,NA,-34.500304,-58.792924,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,90000,705888,90000,NA,620.689655172,house,NA,NA,NA,145,NA,NA
15817,2013-07-09,NA,NA,-34.520071,-58.482165,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,4313760,550000,NA,1641.79104478,house,NA,NA,NA,335,NA,NA
17760,2013-07-20,NA,NA,-34.577547,-58.547179,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,100000,784320,100000,NA,769.230769231,PH,NA,NA,NA,130,NA,NA
19658,2013-07-24,NA,NA,-34.578195,-58.538975,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,99000,776476.8,99000,NA,1800,apartment,3,NA,NA,55,NA,NA
19718,2013-07-24,NA,NA,-34.57484,-58.544026,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,130000,1019616,130000,NA,1083.33333333,house,NA,NA,NA,120,NA,NA
19926,2013-07-25,NA,NA,-34.577006,-58.529204,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,98000,768633.6,98000,NA,1088.88888889,PH,NA,NA,NA,90,NA,NA
20466,2013-07-31,NA,NA,-34.520613,-58.476291,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,295000,2313744,295000,NA,1552.63157895,apartment,5,NA,NA,190,NA,NA
20552,2013-08-02,NA,NA,-34.516465,-58.727453,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,73000,572553.6,73000,NA,608.333333333,house,NA,NA,NA,120,NA,NA
20559,2013-08-02,NA,NA,-34.540868,-58.760523,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,260000,259999.96,33149.73,NA,473.567571429,house,NA,NA,NA,70,NA,NA
20562,2013-08-02,NA,NA,-34.503701,-58.763395,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,110000,862752,110000,NA,611.111111111,house,NA,NA,NA,180,NA,NA
20563,2013-08-02,NA,NA,-34.535518,-58.743616,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1411776,180000,NA,720,house,NA,NA,NA,250,NA,NA
20568,2013-08-02,NA,NA,-34.51269,-58.744111,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,128000,1003929.6,128000,NA,1280,house,NA,NA,NA,100,NA,NA
21825,2013-08-12,NA,NA,-34.57596,-58.559226,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,97000,760790.4,97000,NA,808.333333333,house,NA,NA,NA,120,NA,NA
21826,2013-08-12,NA,NA,-34.562315,-58.59599,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,99000,776476.8,99000,NA,761.538461538,PH,4,NA,NA,130,NA,NA
21827,2013-08-12,NA,NA,-34.581131,-58.543375,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,85000,666672,85000,NA,944.444444444,apartment,4,NA,NA,90,NA,NA
26679,2013-10-04,NA,NA,-34.333803,-58.987626,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,65000,509808,65000,NA,637.254901961,house,3,NA,NA,102,NA,NA
29569,2013-11-04,NA,NA,-34.603771,-58.381587,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,80000,627456,80000,NA,800,PH,NA,NA,NA,100,NA,NA
29570,2013-11-04,NA,NA,-34.577813,-58.54261,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,230000,1803936,230000,NA,1352.94117647,house,NA,NA,NA,170,NA,NA
29572,2013-11-04,NA,NA,-34.603771,-58.381587,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,90000,705888,90000,NA,1084.3373494,PH,NA,NA,NA,83,NA,NA
29573,2013-11-04,NA,NA,-34.57871,-58.557573,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,135000,1058832,135000,NA,1350,PH,NA,NA,NA,100,NA,NA
29579,2013-11-04,NA,NA,-34.577881,-58.529997,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,70000,549024,70000,NA,1272.72727273,apartment,2,NA,NA,55,NA,NA
29582,2013-11-04,NA,NA,-34.547748,-58.549298,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,97200,762359.04,97200,NA,1869.23076923,apartment,2,NA,NA,52,NA,NA
29585,2013-11-04,NA,NA,-34.562473,-58.521312,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,70000,549024,70000,NA,933.333333333,apartment,3,NA,NA,75,NA,NA
29857,2013-11-04,NA,NA,-34.576598,-58.529668,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,85000,666672,85000,NA,1062.5,PH,NA,NA,NA,80,NA,NA
29889,2013-11-04,NA,NA,-34.578035,-58.541862,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,1960800,250000,NA,2500,house,NA,NA,NA,100,NA,NA
29896,2013-11-04,NA,NA,-34.590532,-58.551262,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,110000,862752,110000,NA,1100,house,NA,NA,NA,100,NA,NA
30055,2013-11-04,NA,NA,-34.580828,-58.538821,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1411776,180000,NA,807.174887892,house,NA,NA,NA,223,NA,NA
30258,2013-11-04,NA,NA,-34.586962,-58.537716,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,55000,431376,55000,NA,948.275862069,PH,NA,NA,NA,58,NA,NA
30259,2013-11-04,NA,NA,-34.517916,-58.473002,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1082760,1082759.95,138050.79,NA,3210.48348837,apartment,1,NA,NA,43,NA,NA
30262,2013-11-04,NA,NA,-34.517916,-58.473002,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1108540,1108539.92,141337.71,NA,3286.92348837,apartment,1,NA,NA,43,NA,NA
30263,2013-11-04,NA,NA,-34.515092,-58.473975,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1506135,1506134.95,192030.67,NA,3840.6134,apartment,2,NA,NA,50,NA,NA
30292,2013-11-04,NA,NA,-34.588137,-58.532552,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,55000,431376,55000,NA,1375,PH,NA,NA,NA,40,NA,NA
30432,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180900,1418834.88,180900,NA,2700,apartment,2,NA,NA,67,NA,NA
30433,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,225595,1769386.7,225595,NA,3090.34246575,apartment,2,NA,NA,73,NA,NA
30434,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,206055,1616130.57,206055,NA,2822.67123288,apartment,2,NA,NA,73,NA,NA
30474,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,198825,1559424.24,198825,NA,2723.63013699,apartment,2,NA,NA,73,NA,NA
30475,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,207000,1623542.4,207000,NA,2835.61643836,apartment,2,NA,NA,73,NA,NA
30480,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,688224,5397878.47,688224,NA,5294.03076923,apartment,4,NA,NA,130,NA,NA
30484,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,745200,5844752.64,745200,NA,4968,apartment,4,NA,NA,150,NA,NA
30485,2013-11-04,NA,NA,-34.533555,-58.468085,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,403680,3166142.97,403680,NA,2883.42857143,apartment,4,NA,NA,140,NA,NA
30645,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,170000,1333344,170000,NA,3269.23076923,apartment,2,NA,NA,52,NA,NA
30646,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,190000,1490208,190000,NA,3653.84615385,apartment,2,NA,NA,52,NA,NA
30647,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1411776,180000,NA,3461.53846154,apartment,2,NA,NA,52,NA,NA
30706,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,185000,1450992,185000,NA,3557.69230769,apartment,2,NA,NA,52,NA,NA
30709,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,134500,1054910.4,134500,NA,3362.5,apartment,2,NA,NA,40,NA,NA
30711,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,155000,1215696,155000,NA,2980.76923077,apartment,2,NA,NA,52,NA,NA
30713,2013-11-04,NA,NA,-34.521953,-58.47354,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,2745120,350000,NA,3125,apartment,5,NA,NA,112,NA,NA
30899,2013-11-04,NA,NA,-34.592414,-58.520865,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,85000,666672,85000,NA,1062.5,apartment,3,NA,NA,80,NA,NA
37657,2013-12-02,NA,NA,-34.521699,-58.483687,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,315000,2470608,315000,NA,1575,house,NA,NA,NA,200,NA,NA
37755,2013-12-02,NA,NA,-34.5868,-58.550081,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,55000,431376,55000,NA,846.153846154,apartment,3,NA,NA,65,NA,NA
37757,2013-12-02,NA,NA,-34.584778,-58.543532,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,95000,745104,95000,NA,1266.66666667,PH,NA,NA,NA,75,NA,NA
37772,2013-12-02,NA,NA,-34.579806,-58.533472,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,75000,588240,75000,NA,1363.63636364,apartment,2,NA,NA,55,NA,NA
37806,2013-12-02,NA,NA,-34.574773,-58.538214,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,92000,721574.4,92000,NA,1260.2739726,apartment,3,NA,NA,73,NA,NA
37834,2013-12-02,NA,NA,-34.582162,-58.549763,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,66000,517651.2,66000,NA,1245.28301887,PH,NA,NA,NA,53,NA,NA
